BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,STATE,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE
202005,1,0,202005,TEXAS,48,2020,May,Drought
202006,1,0,202006,TEXAS,48,2020,June,Drought
202005,1,0,202005,TEXAS,48,2020,May,Drought
202005,1,0,202005,TEXAS,48,2020,May,Drought
202003,1,0,202003,GUAM,98,2020,March,Drought
202003,1,0,202003,GUAM,98,2020,March,Drought
202004,1,0,202004,GUAM,98,2020,April,Drought
202004,1,0,202004,GUAM,98,2020,April,Drought
202006,1,0,202006,GUAM,98,2020,June,Drought
202006,1,0,202006,GUAM,98,2020,June,Drought
202006,1,0,202006,GUAM,98,2020,June,Drought
202002,1,0,202002,TEXAS,48,2020,February,Drought
202002,1,0,202002,HAWAII,15,2020,February,Drought
202002,1,0,202002,TEXAS,48,2020,February,Drought
202002,1,0,202002,HAWAII,15,2020,February,Drought
202002,1,0,202002,TEXAS,48,2020,February,Drought
202002,1,0,202002,HAWAII,15,2020,February,Drought
202002,1,0,202002,HAWAII,15,2020,February,Drought
202002,1,0,202002,TEXAS,48,2020,February,Drought
202002,1,0,202002,TEXAS,48,2020,February,Drought
202002,1,0,202002,TEXAS,48,2020,February,Drought
202002,1,0,202002,TEXAS,48,2020,February,Drought
202002,1,0,202002,TEXAS,48,2020,February,Drought
202002,1,0,202002,TEXAS,48,2020,February,Drought
202002,1,0,202002,TEXAS,48,2020,February,Drought
202002,1,0,202002,TEXAS,48,2020,February,Drought
202002,1,0,202002,TEXAS,48,2020,February,Drought
202002,1,0,202002,TEXAS,48,2020,February,Drought
202002,1,0,202002,TEXAS,48,2020,February,Drought
202002,1,0,202002,TEXAS,48,2020,February,Drought
202002,1,0,202002,TEXAS,48,2020,February,Drought
202002,1,0,202002,TEXAS,48,2020,February,Drought
202002,1,0,202002,TEXAS,48,2020,February,Drought
202002,1,0,202002,TEXAS,48,2020,February,Drought
202002,1,0,202002,TEXAS,48,2020,February,Drought
202002,1,0,202002,TEXAS,48,2020,February,Drought
202002,1,0,202002,TEXAS,48,2020,February,Drought
202002,1,0,202002,TEXAS,48,2020,February,Drought
202002,1,0,202002,TEXAS,48,2020,February,Drought
202002,1,0,202002,TEXAS,48,2020,February,Drought
202002,1,0,202002,TEXAS,48,2020,February,Drought
202002,1,0,202002,TEXAS,48,2020,February,Drought
202002,1,0,202002,TEXAS,48,2020,February,Drought
202002,1,0,202002,TEXAS,48,2020,February,Drought
202002,1,0,202002,TEXAS,48,2020,February,Drought
202002,1,0,202002,TEXAS,48,2020,February,Drought
202002,1,0,202002,TEXAS,48,2020,February,Drought
202002,1,0,202002,TEXAS,48,2020,February,Drought
202002,1,0,202002,TEXAS,48,2020,February,Drought
202002,1,0,202002,NEW MEXICO,35,2020,February,Drought
202002,1,0,202002,TEXAS,48,2020,February,Drought
202002,1,0,202002,TEXAS,48,2020,February,Drought
202002,1,0,202002,TEXAS,48,2020,February,Drought
202002,1,0,202002,TEXAS,48,2020,February,Drought
202002,1,0,202002,TEXAS,48,2020,February,Drought
202002,1,0,202002,TEXAS,48,2020,February,Drought
202002,1,0,202002,TEXAS,48,2020,February,Drought
202002,1,0,202002,NEW MEXICO,35,2020,February,Drought
202002,1,0,202002,NEW MEXICO,35,2020,February,Drought
202002,1,0,202002,TEXAS,48,2020,February,Drought
202002,1,0,202002,TEXAS,48,2020,February,Drought
202002,1,0,202002,TEXAS,48,2020,February,Drought
202002,1,0,202002,TEXAS,48,2020,February,Drought
202002,1,0,202002,NEW MEXICO,35,2020,February,Drought
202002,1,0,202002,NEW MEXICO,35,2020,February,Drought
202002,1,0,202002,NEW MEXICO,35,2020,February,Drought
202002,1,0,202002,TEXAS,48,2020,February,Drought
202002,1,0,202002,TEXAS,48,2020,February,Drought
202002,1,0,202002,TEXAS,48,2020,February,Drought
202002,1,0,202002,TEXAS,48,2020,February,Drought
202002,1,0,202002,TEXAS,48,2020,February,Drought
202002,1,0,202002,TEXAS,48,2020,February,Drought
202002,1,0,202002,TEXAS,48,2020,February,Drought
202007,1,0,202007,GUAM,98,2020,July,Drought
202007,1,0,202007,GUAM,98,2020,July,Drought
202007,1,0,202007,GUAM,98,2020,July,Drought
202007,1,0,202007,GUAM,98,2020,July,Drought
202006,9,0,202006,TEXAS,48,2020,June,Drought
202006,9,0,202006,TEXAS,48,2020,June,Drought
202006,9,0,202006,TEXAS,48,2020,June,Drought
202007,1,0,202007,OKLAHOMA,40,2020,July,Drought
202007,1,0,202007,OKLAHOMA,40,2020,July,Drought
202007,1,0,202007,OKLAHOMA,40,2020,July,Drought
202010,13,200,202010,HAWAII,15,2020,October,Drought
202010,13,200,202010,HAWAII,15,2020,October,Drought
202006,9,0,202006,TEXAS,48,2020,June,Drought
202007,28,1300,202007,NEW MEXICO,35,2020,July,Drought
202007,1,0,202007,OKLAHOMA,40,2020,July,Drought
202007,1,0,202007,OKLAHOMA,40,2020,July,Drought
202007,1,0,202007,OKLAHOMA,40,2020,July,Drought
202007,1,0,202007,OKLAHOMA,40,2020,July,Drought
202007,1,0,202007,OKLAHOMA,40,2020,July,Drought
202007,1,0,202007,OKLAHOMA,40,2020,July,Drought
202006,9,0,202006,TEXAS,48,2020,June,Drought
202006,9,0,202006,TEXAS,48,2020,June,Drought
202007,28,1300,202007,NEW MEXICO,35,2020,July,Drought
202007,28,1300,202007,NEW MEXICO,35,2020,July,Drought
202007,28,1300,202007,NEW MEXICO,35,2020,July,Drought
202007,1,0,202007,HAWAII,15,2020,July,Drought
202007,1,0,202007,HAWAII,15,2020,July,Drought
202007,21,200,202007,HAWAII,15,2020,July,Drought
202007,21,200,202007,HAWAII,15,2020,July,Drought
202006,9,0,202006,TEXAS,48,2020,June,Drought
202006,16,0,202006,TEXAS,48,2020,June,Drought
202007,7,600,202007,MINNESOTA,27,2020,July,Drought
202007,7,600,202007,MINNESOTA,27,2020,July,Drought
202007,7,600,202007,MINNESOTA,27,2020,July,Drought
202007,7,600,202007,MINNESOTA,27,2020,July,Drought
202007,7,600,202007,MINNESOTA,27,2020,July,Drought
202007,7,600,202007,MINNESOTA,27,2020,July,Drought
202007,7,600,202007,MINNESOTA,27,2020,July,Drought
202007,7,600,202007,WISCONSIN,55,2020,July,Drought
202007,1,0,202007,TEXAS,48,2020,July,Drought
202007,14,0,202007,IOWA,19,2020,July,Drought
202007,14,0,202007,IOWA,19,2020,July,Drought
202007,14,0,202007,IOWA,19,2020,July,Drought
202007,14,0,202007,IOWA,19,2020,July,Drought
202007,14,0,202007,IOWA,19,2020,July,Drought
202007,1,0,202007,TEXAS,48,2020,July,Drought
202007,1,0,202007,TEXAS,48,2020,July,Drought
202007,14,0,202007,IOWA,19,2020,July,Drought
202007,14,0,202007,IOWA,19,2020,July,Drought
202007,14,0,202007,IOWA,19,2020,July,Drought
202007,14,0,202007,IOWA,19,2020,July,Drought
202007,14,0,202007,IOWA,19,2020,July,Drought
202007,14,0,202007,IOWA,19,2020,July,Drought
202007,21,0,202007,IOWA,19,2020,July,Drought
202007,1,0,202007,TEXAS,48,2020,July,Drought
202007,1,0,202007,TEXAS,48,2020,July,Drought
202007,21,0,202007,IOWA,19,2020,July,Drought
202007,21,0,202007,IOWA,19,2020,July,Drought
202007,28,0,202007,IOWA,19,2020,July,Drought
202007,28,0,202007,IOWA,19,2020,July,Drought
202006,9,0,202006,TEXAS,48,2020,June,Drought
202006,9,0,202006,TEXAS,48,2020,June,Drought
202007,1,0,202007,TEXAS,48,2020,July,Drought
202007,1,0,202007,TEXAS,48,2020,July,Drought
202006,9,0,202006,TEXAS,48,2020,June,Drought
202010,6,800,202010,NEW YORK,36,2020,October,Drought
202011,1,0,202011,NEW MEXICO,35,2020,November,Drought
202011,1,0,202011,NEW MEXICO,35,2020,November,Drought
202011,1,0,202011,NEW YORK,36,2020,November,Drought
202011,1,0,202011,IOWA,19,2020,November,Drought
202011,1,0,202011,IOWA,19,2020,November,Drought
202011,1,0,202011,IOWA,19,2020,November,Drought
202011,1,0,202011,TEXAS,48,2020,November,Drought
202011,1,0,202011,NEW MEXICO,35,2020,November,Drought
202011,1,0,202011,NEW MEXICO,35,2020,November,Drought
202011,1,0,202011,NEW MEXICO,35,2020,November,Drought
202007,1,0,202007,TEXAS,48,2020,July,Drought
202006,2,0,202006,TEXAS,48,2020,June,Drought
202006,9,0,202006,OKLAHOMA,40,2020,June,Drought
202011,1,0,202011,NEW MEXICO,35,2020,November,Drought
202011,1,0,202011,CALIFORNIA,6,2020,November,Drought
202011,1,0,202011,TEXAS,48,2020,November,Drought
202011,1,0,202011,TEXAS,48,2020,November,Drought
202007,1,0,202007,TEXAS,48,2020,July,Drought
202011,1,0,202011,GUAM,98,2020,November,Drought
202012,15,0,202012,TEXAS,48,2020,December,Drought
202012,15,0,202012,TEXAS,48,2020,December,Drought
202012,15,0,202012,TEXAS,48,2020,December,Drought
202012,15,0,202012,TEXAS,48,2020,December,Drought
202012,15,0,202012,TEXAS,48,2020,December,Drought
202011,1,0,202011,TEXAS,48,2020,November,Drought
202011,1,0,202011,TEXAS,48,2020,November,Drought
202011,1,0,202011,TEXAS,48,2020,November,Drought
202011,1,0,202011,TEXAS,48,2020,November,Drought
202007,1,0,202007,TEXAS,48,2020,July,Drought
202011,1,0,202011,MAINE,23,2020,November,Drought
202011,1,0,202011,TEXAS,48,2020,November,Drought
202011,1,0,202011,TEXAS,48,2020,November,Drought
202007,1,0,202007,TEXAS,48,2020,July,Drought
202007,28,0,202007,NEBRASKA,31,2020,July,Drought
202007,1,0,202007,TEXAS,48,2020,July,Drought
202007,1,0,202007,TEXAS,48,2020,July,Drought
202011,1,0,202011,TEXAS,48,2020,November,Drought
202011,1,0,202011,TEXAS,48,2020,November,Drought
202007,1,0,202007,TEXAS,48,2020,July,Drought
202007,28,0,202007,NEBRASKA,31,2020,July,Drought
202007,28,0,202007,NEBRASKA,31,2020,July,Drought
202007,1,0,202007,TEXAS,48,2020,July,Drought
202007,1,0,202007,TEXAS,48,2020,July,Drought
202011,1,0,202011,TEXAS,48,2020,November,Drought
202011,1,0,202011,TEXAS,48,2020,November,Drought
202011,1,0,202011,TEXAS,48,2020,November,Drought
202007,1,0,202007,TEXAS,48,2020,July,Drought
202007,1,0,202007,TEXAS,48,2020,July,Drought
202007,1,0,202007,TEXAS,48,2020,July,Drought
202011,1,0,202011,TEXAS,48,2020,November,Drought
202011,1,0,202011,TEXAS,48,2020,November,Drought
202011,1,0,202011,TEXAS,48,2020,November,Drought
202011,1,0,202011,TEXAS,48,2020,November,Drought
202011,1,0,202011,NEW MEXICO,35,2020,November,Drought
202011,1,0,202011,NEW MEXICO,35,2020,November,Drought
202007,1,0,202007,OKLAHOMA,40,2020,July,Drought
202007,1,0,202007,OKLAHOMA,40,2020,July,Drought
202007,1,0,202007,TEXAS,48,2020,July,Drought
202007,1,0,202007,TEXAS,48,2020,July,Drought
202007,1,0,202007,TEXAS,48,2020,July,Drought
202011,1,0,202011,TEXAS,48,2020,November,Drought
202011,1,0,202011,NEW MEXICO,35,2020,November,Drought
202011,1,0,202011,NEW MEXICO,35,2020,November,Drought
202007,1,0,202007,OKLAHOMA,40,2020,July,Drought
202007,1,0,202007,OKLAHOMA,40,2020,July,Drought
202007,1,0,202007,OKLAHOMA,40,2020,July,Drought
202007,1,0,202007,OKLAHOMA,40,2020,July,Drought
202007,1,0,202007,OKLAHOMA,40,2020,July,Drought
202007,1,0,202007,OKLAHOMA,40,2020,July,Drought
202007,1,0,202007,TEXAS,48,2020,July,Drought
202011,1,0,202011,NEW MEXICO,35,2020,November,Drought
202011,1,0,202011,NEW MEXICO,35,2020,November,Drought
202011,1,0,202011,NEW MEXICO,35,2020,November,Drought
202011,1,0,202011,NEW MEXICO,35,2020,November,Drought
202011,1,0,202011,COLORADO,8,2020,November,Drought
202007,1,0,202007,TEXAS,48,2020,July,Drought
202007,1,0,202007,TEXAS,48,2020,July,Drought
202011,1,0,202011,TEXAS,48,2020,November,Drought
202007,7,0,202007,TEXAS,48,2020,July,Drought
202011,10,0,202011,TEXAS,48,2020,November,Drought
202011,10,0,202011,TEXAS,48,2020,November,Drought
202011,1,0,202011,NEW MEXICO,35,2020,November,Drought
202011,1,0,202011,NEW MEXICO,35,2020,November,Drought
202011,1,0,202011,NEW MEXICO,35,2020,November,Drought
202007,1,0,202007,OKLAHOMA,40,2020,July,Drought
202007,1,0,202007,TEXAS,48,2020,July,Drought
202011,1,0,202011,MONTANA,30,2020,November,Drought
202011,1,0,202011,MONTANA,30,2020,November,Drought
202011,1,0,202011,NEW MEXICO,35,2020,November,Drought
202011,1,0,202011,NEW MEXICO,35,2020,November,Drought
202011,1,0,202011,NEW MEXICO,35,2020,November,Drought
202011,1,0,202011,NEW MEXICO,35,2020,November,Drought
202011,1,0,202011,NEW MEXICO,35,2020,November,Drought
202011,1,0,202011,NEW MEXICO,35,2020,November,Drought
202011,1,0,202011,KANSAS,20,2020,November,Drought
202011,1,0,202011,KANSAS,20,2020,November,Drought
202011,1,0,202011,KANSAS,20,2020,November,Drought
202011,1,0,202011,KANSAS,20,2020,November,Drought
202007,1,0,202007,TEXAS,48,2020,July,Drought
202011,1,0,202011,MAINE,23,2020,November,Drought
202011,1,0,202011,MAINE,23,2020,November,Drought
202011,1,0,202011,TEXAS,48,2020,November,Drought
202011,10,0,202011,TEXAS,48,2020,November,Drought
202011,10,0,202011,TEXAS,48,2020,November,Drought
202011,10,0,202011,TEXAS,48,2020,November,Drought
202011,10,0,202011,TEXAS,48,2020,November,Drought
202011,10,0,202011,TEXAS,48,2020,November,Drought
202011,10,0,202011,TEXAS,48,2020,November,Drought
202011,1,0,202011,NEW MEXICO,35,2020,November,Drought
202011,1,0,202011,NEW MEXICO,35,2020,November,Drought
202011,1,0,202011,NEW MEXICO,35,2020,November,Drought
202007,1,0,202007,TEXAS,48,2020,July,Drought
202011,24,0,202011,TEXAS,48,2020,November,Drought
202011,24,0,202011,TEXAS,48,2020,November,Drought
202011,24,0,202011,TEXAS,48,2020,November,Drought
202011,1,0,202011,NEW MEXICO,35,2020,November,Drought
202011,1,0,202011,NEW MEXICO,35,2020,November,Drought
202011,1,0,202011,NEW MEXICO,35,2020,November,Drought
202011,1,0,202011,NEW MEXICO,35,2020,November,Drought
202011,1,0,202011,NEW MEXICO,35,2020,November,Drought
202011,10,1200,202011,NEW MEXICO,35,2020,November,Drought
202011,1,0,202011,KANSAS,20,2020,November,Drought
202011,1,0,202011,KANSAS,20,2020,November,Drought
202011,17,0,202011,KANSAS,20,2020,November,Drought
202011,17,0,202011,KANSAS,20,2020,November,Drought
202011,1,0,202011,TEXAS,48,2020,November,Drought
202011,10,0,202011,TEXAS,48,2020,November,Drought
202011,10,0,202011,TEXAS,48,2020,November,Drought
202011,10,0,202011,TEXAS,48,2020,November,Drought
202011,10,0,202011,TEXAS,48,2020,November,Drought
202011,10,0,202011,TEXAS,48,2020,November,Drought
202011,10,0,202011,TEXAS,48,2020,November,Drought
202011,1,0,202011,NEW MEXICO,35,2020,November,Drought
202011,1,0,202011,NEW MEXICO,35,2020,November,Drought
202011,1,0,202011,NEW MEXICO,35,2020,November,Drought
202007,1,0,202007,TEXAS,48,2020,July,Drought
202011,10,1200,202011,NEW MEXICO,35,2020,November,Drought
202011,1,0,202011,TEXAS,48,2020,November,Drought
202011,1,0,202011,TEXAS,48,2020,November,Drought
202011,1,0,202011,TEXAS,48,2020,November,Drought
202011,1,0,202011,TEXAS,48,2020,November,Drought
202011,1,0,202011,TEXAS,48,2020,November,Drought
202011,10,1200,202011,TEXAS,48,2020,November,Drought
202011,24,1200,202011,TEXAS,48,2020,November,Drought
202011,17,0,202011,KANSAS,20,2020,November,Drought
202011,1,0,202011,NEBRASKA,31,2020,November,Drought
202011,1,0,202011,NEBRASKA,31,2020,November,Drought
202011,1,0,202011,NEBRASKA,31,2020,November,Drought
202011,1,0,202011,TEXAS,48,2020,November,Drought
202011,10,0,202011,TEXAS,48,2020,November,Drought
202011,19,0,202011,TEXAS,48,2020,November,Drought
202011,19,0,202011,TEXAS,48,2020,November,Drought
202011,1,0,202011,NEW MEXICO,35,2020,November,Drought
202011,1,0,202011,NEW MEXICO,35,2020,November,Drought
202011,1,0,202011,NEW MEXICO,35,2020,November,Drought
202007,1,0,202007,TEXAS,48,2020,July,Drought
202011,1,0,202011,IOWA,19,2020,November,Drought
202011,1,0,202011,IOWA,19,2020,November,Drought
202011,1,0,202011,IOWA,19,2020,November,Drought
202011,1,0,202011,TEXAS,48,2020,November,Drought
202011,1,0,202011,TEXAS,48,2020,November,Drought
202011,1,0,202011,NEW MEXICO,35,2020,November,Drought
202011,1,0,202011,NEW MEXICO,35,2020,November,Drought
202011,1,0,202011,NEW MEXICO,35,2020,November,Drought
202007,1,0,202007,TEXAS,48,2020,July,Drought
202006,2,0,202006,TEXAS,48,2020,June,Drought
202011,1,0,202011,NEW MEXICO,35,2020,November,Drought
202011,1,0,202011,NEW MEXICO,35,2020,November,Drought
202011,1,0,202011,NEW MEXICO,35,2020,November,Drought
202011,1,0,202011,IOWA,19,2020,November,Drought
202011,1,0,202011,IOWA,19,2020,November,Drought
202011,1,0,202011,IOWA,19,2020,November,Drought
202011,1,0,202011,IOWA,19,2020,November,Drought
202011,1,0,202011,IOWA,19,2020,November,Drought
202011,1,0,202011,IOWA,19,2020,November,Drought
202011,1,0,202011,IOWA,19,2020,November,Drought
202011,1,0,202011,OKLAHOMA,40,2020,November,Drought
202011,1,0,202011,OKLAHOMA,40,2020,November,Drought
202011,1,0,202011,OKLAHOMA,40,2020,November,Drought
202011,1,0,202011,OKLAHOMA,40,2020,November,Drought
202011,1,0,202011,OKLAHOMA,40,2020,November,Drought
202011,1,0,202011,OKLAHOMA,40,2020,November,Drought
202011,1,0,202011,OKLAHOMA,40,2020,November,Drought
202011,1,0,202011,OKLAHOMA,40,2020,November,Drought
202011,1,0,202011,NEW MEXICO,35,2020,November,Drought
202011,1,0,202011,NEW MEXICO,35,2020,November,Drought
202011,1,0,202011,NEW MEXICO,35,2020,November,Drought
202007,1,0,202007,TEXAS,48,2020,July,Drought
202007,7,0,202007,TEXAS,48,2020,July,Drought
202006,2,0,202006,TEXAS,48,2020,June,Drought
202006,2,0,202006,TEXAS,48,2020,June,Drought
202011,1,0,202011,NEW MEXICO,35,2020,November,Drought
202011,1,0,202011,NEW MEXICO,35,2020,November,Drought
202011,1,0,202011,NEW MEXICO,35,2020,November,Drought
202011,1,0,202011,IOWA,19,2020,November,Drought
202011,1,0,202011,IOWA,19,2020,November,Drought
202011,1,0,202011,IOWA,19,2020,November,Drought
202011,1,0,202011,IOWA,19,2020,November,Drought
202011,1,0,202011,TEXAS,48,2020,November,Drought
202011,1,0,202011,NEW MEXICO,35,2020,November,Drought
202011,1,0,202011,NEW MEXICO,35,2020,November,Drought
202011,1,0,202011,NEW MEXICO,35,2020,November,Drought
202007,1,0,202007,TEXAS,48,2020,July,Drought
202011,1,0,202011,NEW MEXICO,35,2020,November,Drought
202011,1,0,202011,IOWA,19,2020,November,Drought
202011,1,0,202011,IOWA,19,2020,November,Drought
202011,1,0,202011,NEW MEXICO,35,2020,November,Drought
202011,1,0,202011,NEW MEXICO,35,2020,November,Drought
202011,1,0,202011,NEW MEXICO,35,2020,November,Drought
202007,1,0,202007,TEXAS,48,2020,July,Drought
202008,1,0,202008,HAWAII,15,2020,August,Drought
202008,1,0,202008,HAWAII,15,2020,August,Drought
202008,1,0,202008,HAWAII,15,2020,August,Drought
202008,1,0,202008,HAWAII,15,2020,August,Drought
202008,1,0,202008,NEW MEXICO,35,2020,August,Drought
202008,1,0,202008,NEW MEXICO,35,2020,August,Drought
202008,1,0,202008,NEW MEXICO,35,2020,August,Drought
202012,1,0,202012,TEXAS,48,2020,December,Drought
202011,1,0,202011,HAWAII,15,2020,November,Drought
202011,10,200,202011,HAWAII,15,2020,November,Drought
202011,10,200,202011,HAWAII,15,2020,November,Drought
202011,1,0,202011,HAWAII,15,2020,November,Drought
202011,1,0,202011,HAWAII,15,2020,November,Drought
202008,1,0,202008,TEXAS,48,2020,August,Drought
202008,1,0,202008,TEXAS,48,2020,August,Drought
202008,1,0,202008,TEXAS,48,2020,August,Drought
202008,1,0,202008,NEW MEXICO,35,2020,August,Drought
202008,1,0,202008,NEW MEXICO,35,2020,August,Drought
202008,1,0,202008,NEW MEXICO,35,2020,August,Drought
202012,1,0,202012,TEXAS,48,2020,December,Drought
202012,1,0,202012,TEXAS,48,2020,December,Drought
202012,1,0,202012,TEXAS,48,2020,December,Drought
202012,1,0,202012,TEXAS,48,2020,December,Drought
202012,1,0,202012,TEXAS,48,2020,December,Drought
202012,1,0,202012,TEXAS,48,2020,December,Drought
202012,1,0,202012,TEXAS,48,2020,December,Drought
202007,1,0,202007,NEW MEXICO,35,2020,July,Drought
202008,1,0,202008,TEXAS,48,2020,August,Drought
202008,1,0,202008,TEXAS,48,2020,August,Drought
202008,1,0,202008,TEXAS,48,2020,August,Drought
202008,1,0,202008,NEW MEXICO,35,2020,August,Drought
202008,1,0,202008,NEW MEXICO,35,2020,August,Drought
202008,1,0,202008,NEW MEXICO,35,2020,August,Drought
202012,1,0,202012,TEXAS,48,2020,December,Drought
202008,1,0,202008,IOWA,19,2020,August,Drought
202008,1,0,202008,IOWA,19,2020,August,Drought
202008,1,0,202008,IOWA,19,2020,August,Drought
202008,1,0,202008,TEXAS,48,2020,August,Drought
202008,1,0,202008,NEW MEXICO,35,2020,August,Drought
202008,1,0,202008,NEW MEXICO,35,2020,August,Drought
202008,18,0,202008,TEXAS,48,2020,August,Drought
202008,1,0,202008,TEXAS,48,2020,August,Drought
202008,1,0,202008,IOWA,19,2020,August,Drought
202008,1,0,202008,IOWA,19,2020,August,Drought
202008,1,0,202008,IOWA,19,2020,August,Drought
202008,1,0,202008,IOWA,19,2020,August,Drought
202008,18,0,202008,TEXAS,48,2020,August,Drought
202008,25,0,202008,TEXAS,48,2020,August,Drought
202008,25,0,202008,TEXAS,48,2020,August,Drought
202008,25,0,202008,TEXAS,48,2020,August,Drought
202008,25,0,202008,TEXAS,48,2020,August,Drought
202008,25,0,202008,TEXAS,48,2020,August,Drought
202008,25,0,202008,TEXAS,48,2020,August,Drought
202008,25,0,202008,TEXAS,48,2020,August,Drought
202008,25,0,202008,TEXAS,48,2020,August,Drought
202008,25,0,202008,TEXAS,48,2020,August,Drought
202008,1,0,202008,TEXAS,48,2020,August,Drought
202008,1,0,202008,TEXAS,48,2020,August,Drought
202008,1,0,202008,IOWA,19,2020,August,Drought
202008,1,0,202008,IOWA,19,2020,August,Drought
202008,1,0,202008,IOWA,19,2020,August,Drought
202008,1,0,202008,IOWA,19,2020,August,Drought
202008,1,0,202008,NEW MEXICO,35,2020,August,Drought
202008,1,0,202008,NEW MEXICO,35,2020,August,Drought
202008,1,0,202008,NEW MEXICO,35,2020,August,Drought
202008,18,0,202008,IOWA,19,2020,August,Drought
202008,1,0,202008,TEXAS,48,2020,August,Drought
202008,1,0,202008,TEXAS,48,2020,August,Drought
202008,1,0,202008,IOWA,19,2020,August,Drought
202008,1,0,202008,IOWA,19,2020,August,Drought
202008,1,0,202008,IOWA,19,2020,August,Drought
202008,1,0,202008,IOWA,19,2020,August,Drought
202008,1,0,202008,NEW MEXICO,35,2020,August,Drought
202008,4,1200,202008,NEW MEXICO,35,2020,August,Drought
202008,4,1200,202008,NEW MEXICO,35,2020,August,Drought
202008,18,1200,202008,NEW MEXICO,35,2020,August,Drought
202008,18,1200,202008,NEW MEXICO,35,2020,August,Drought
202008,1,0,202008,TEXAS,48,2020,August,Drought
202008,18,0,202008,IOWA,19,2020,August,Drought
202008,18,0,202008,IOWA,19,2020,August,Drought
202008,18,0,202008,IOWA,19,2020,August,Drought
202008,18,0,202008,IOWA,19,2020,August,Drought
202008,25,0,202008,IOWA,19,2020,August,Drought
202008,25,0,202008,IOWA,19,2020,August,Drought
202008,1,0,202008,TEXAS,48,2020,August,Drought
202008,1,0,202008,TEXAS,48,2020,August,Drought
202008,1,0,202008,IOWA,19,2020,August,Drought
202008,1,0,202008,IOWA,19,2020,August,Drought
202008,1,0,202008,TEXAS,48,2020,August,Drought
202008,1,0,202008,TEXAS,48,2020,August,Drought
202008,1,0,202008,TEXAS,48,2020,August,Drought
202010,1,0,202010,COLORADO,8,2020,October,Drought
202008,1,0,202008,NEW MEXICO,35,2020,August,Drought
202008,1,0,202008,NEW MEXICO,35,2020,August,Drought
202008,1,0,202008,TEXAS,48,2020,August,Drought
202008,1,0,202008,TEXAS,48,2020,August,Drought
202010,1,0,202010,COLORADO,8,2020,October,Drought
202010,1,0,202010,NEBRASKA,31,2020,October,Drought
202010,1,0,202010,NEBRASKA,31,2020,October,Drought
202010,20,0,202010,NEBRASKA,31,2020,October,Drought
202008,1,0,202008,NEW MEXICO,35,2020,August,Drought
202008,1,0,202008,NEW MEXICO,35,2020,August,Drought
202008,1,0,202008,NEW MEXICO,35,2020,August,Drought
202012,1,0,202012,TEXAS,48,2020,December,Drought
202011,10,200,202011,HAWAII,15,2020,November,Drought
202011,10,200,202011,HAWAII,15,2020,November,Drought
202011,1,0,202011,HAWAII,15,2020,November,Drought
202011,1,0,202011,HAWAII,15,2020,November,Drought
202008,1,0,202008,TEXAS,48,2020,August,Drought
202008,1,0,202008,TEXAS,48,2020,August,Drought
202008,1,0,202008,NEW MEXICO,35,2020,August,Drought
202008,1,0,202008,NEW MEXICO,35,2020,August,Drought
202008,1,0,202008,NEW MEXICO,35,2020,August,Drought
202007,1,0,202007,NEW MEXICO,35,2020,July,Drought
202007,1,0,202007,NEW MEXICO,35,2020,July,Drought
202007,1,0,202007,NEW MEXICO,35,2020,July,Drought
202008,1,0,202008,TEXAS,48,2020,August,Drought
202008,1,0,202008,TEXAS,48,2020,August,Drought
202008,1,0,202008,NEW MEXICO,35,2020,August,Drought
202008,1,0,202008,NEW MEXICO,35,2020,August,Drought
202008,1,0,202008,NEW MEXICO,35,2020,August,Drought
202008,1,0,202008,NEW MEXICO,35,2020,August,Drought
202008,1,0,202008,NEW MEXICO,35,2020,August,Drought
202008,1,0,202008,NEW MEXICO,35,2020,August,Drought
202007,1,0,202007,NEW MEXICO,35,2020,July,Drought
202011,1,0,202011,HAWAII,15,2020,November,Drought
202011,1,0,202011,HAWAII,15,2020,November,Drought
202011,1,0,202011,HAWAII,15,2020,November,Drought
202011,1,0,202011,HAWAII,15,2020,November,Drought
202011,1,0,202011,HAWAII,15,2020,November,Drought
202008,1,0,202008,NEW MEXICO,35,2020,August,Drought
202008,1,0,202008,NEW MEXICO,35,2020,August,Drought
202008,1,0,202008,NEW MEXICO,35,2020,August,Drought
202008,1,0,202008,COLORADO,8,2020,August,Drought
202008,1,0,202008,NEW MEXICO,35,2020,August,Drought
202008,1,0,202008,NEW MEXICO,35,2020,August,Drought
202008,1,0,202008,NEW MEXICO,35,2020,August,Drought
202007,1,0,202007,NEW MEXICO,35,2020,July,Drought
202008,1,0,202008,COLORADO,8,2020,August,Drought
202008,1,0,202008,NEW MEXICO,35,2020,August,Drought
202008,1,0,202008,NEW MEXICO,35,2020,August,Drought
202008,1,0,202008,NEW MEXICO,35,2020,August,Drought
202009,1,0,202009,NEW MEXICO,35,2020,September,Drought
202009,1,0,202009,NEW MEXICO,35,2020,September,Drought
202009,1,0,202009,NEW MEXICO,35,2020,September,Drought
202008,1,0,202008,TEXAS,48,2020,August,Drought
202008,1,0,202008,TEXAS,48,2020,August,Drought
202011,1,0,202011,IOWA,19,2020,November,Drought
202011,1,0,202011,IOWA,19,2020,November,Drought
202011,1,0,202011,IOWA,19,2020,November,Drought
202011,1,0,202011,IOWA,19,2020,November,Drought
